,id,brand,car_model,type,desc,problem,datetime,status
27,489495,一汽-大众,速腾,2019款 200TSI 手动 舒适型 国VI,一汽大众速腾半离合状态下发动机转速升高,"C16,",2020-06-29,处理反馈
28,489494,吉利汽车,远景,2020款 1.5L 手动 亚运版,吉利远景减配胎压显示 车窗共振	,"H268,Q350,Q349,",2020-06-29,厂家受理
29,489492,长安跨越,新豹T3,2018款 1.2L 舒适型 单排 后单轮 标准货箱,长安跨越新豹T3配件质量差要求退换车,"N317,",2020-06-29,处理反馈
0,489490,比亚迪,比亚迪F0,2010款 尚酷爱国版 1.0 手动 悦酷型,比亚迪F0车身腐蚀生锈存在质量问题,"H79,",2020-06-29,用户评分
1,489489,东风日产,蓝鸟,2020款 1.6L CVT 炫酷版,东风日产蓝鸟行驶中方向跑偏变速箱顿挫,"B19,D154,G117,H209,",2020-06-29,厂家受理
2,489488,吉利汽车,缤越,2019款 260T DCT Battle 运动款 国V,吉利缤越车机承诺升级未兑现刹车异响,"D59,E43,L314,",2020-06-29,信息审核
3,489487,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 耀享型,吉利嘉际底盘异响发动机噪音大续航里程不准,"A38,B19,G56,G117,H344,",2020-06-29,处理反馈
4,489486,江淮汽车,江淮iEV6E,2017款 iEV6E,江淮iEV6E动力电池掉电售后不予质保,"H343,",2020-06-29,处理反馈
5,489484,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机故障灯亮 空调不制冷,"A34,H101,",2020-06-29,处理反馈
6,489481,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后依然死机希望处理,"H155,O348,",2020-06-29,用户评分
7,489479,一汽-大众,宝来,2020款 1.5L 自动 精英型,一汽大众宝来松开刹车时存在异响,"E43,",2020-06-29,处理反馈
8,489478,海马汽车,海马S5,2016款 1.5T CVT 创享版,海马S5发动机异响变速器故障灯亮厂家未回复,"A9,B96,I294,",2020-06-29,处理反馈
9,489477,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统升级后问题没解决,"K307,O348,",2020-06-29,处理反馈
10,489476,广汽丰田,凯美瑞,2007款 240V 2.4 自动 至尊版,广汽丰田凯美瑞中控仪表台脱胶起皮,"H176,",2020-06-29,信息审核
11,489474,广汽三菱,欧蓝德,2020款 2.0L 两驱 畅享版 5座,广汽三菱欧蓝德怠速和行驶中座椅抖动严重,"H268,",2020-06-29,厂家受理
12,489473,广汽本田,凌派,2017款 1.8L CVT 豪华特装版,广汽本田凌派车内有异味4S店不予处理,"H185,I295,I297,",2020-06-29,处理反馈
13,489472,一汽丰田,亚洲龙,2019款 2.0L 进取版 国VI,一汽丰田亚洲龙车窗晃动 中控台异响,"B19,H72,H93,",2020-06-29,信息审核
14,489469,斯巴鲁,森林人,2015款 2.5i 特装纪念版,斯巴鲁森林人方向机回正后喇叭不响,"H151,",2020-06-29,信息审核
15,489468,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5发动机节温器漏防冻液,"A37,",2020-06-29,信息审核
16,489467,江铃汽车,驭胜S330,2016款 1.5L GTDi 手动 两驱 舒适版,江铃驭胜S330轮胎偏磨4S店多次维修未解决,"G245,J298,J301,",2020-06-29,厂家受理
17,489465,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 三厢 国V,长安马自达昂克赛拉右前轮有金属碰撞声,"G125,",2020-06-29,处理反馈
18,489458,北京奔驰,奔驰A级,2019款 A 200 L 运动轿车,北京奔驰A级车载互联功能无法使用,"H155,",2020-06-29,信息审核
19,489456,吉利汽车,星越,2020款 350T 驭星者AWD,吉利星越车机系统死机与宣传不符,"H155,M279,",2020-06-29,用户评分
20,489455,上汽集团,名爵3,2011款 1.3 手动 舒适版,上汽名爵3正时链条跳齿希望厂家给予解决,"A45,",2020-06-29,处理反馈
21,489454,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后卡顿 要求更换车机硬件,"O348,",2020-06-29,处理反馈
22,489453,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉中网镀铬装饰条腐蚀掉漆,"H81,H168,",2020-06-29,处理反馈
23,489451,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景行驶过程中齿轮损坏无法行驶,"B77,",2020-06-29,处理反馈
24,489449,一汽-大众,高尔夫·嘉旅,2018款 280TSI 自动 豪华型,一汽大众高尔夫嘉旅韩泰轮胎开裂严重,"F100,",2020-06-29,处理反馈
25,489448,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机升级后依然卡顿 氛围灯损坏,"H82,O348,",2020-06-29,处理反馈
26,489446,一汽-大众奥迪,奥迪A6L,2016款 TFSI 双离合 运动型,一汽大众奥迪A6L内侧门板皮质多处起泡,"H168,",2020-06-29,信息审核
27,489440,长安马自达,马自达3 昂克赛拉,2017款 1.5L 三厢 自动 豪华型 国VI,长安马自达昂克赛拉油门踏板和车身抖动,"A174,G56,G245,H15,",2020-06-29,用户评分
28,489438,长安汽车,长安CS55 PLUS,2020款 1.5T 自动 炫色型,长安CS55 PLUS新车外观存在瑕疵,"H81,",2020-06-29,信息审核
29,489437,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾韩泰轮胎多处出现开裂的现象,"F100,",2020-06-29,处理反馈
0,489436,上汽斯柯达,速派,2013款 1.8TSI 自动 名仕版,斯柯达速派事故车维修4S店维修速度过慢,"I295,I282,",2020-06-29,信息审核
1,489431,广汽丰田,凯美瑞,2016款 2.0E 自动 十周年纪念精英版,广汽丰田凯美瑞半轴防尘套漏油质量差,"G161,",2020-06-29,信息审核
2,489428,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱跳挡顿挫存在质量问题,"B19,B27,",2020-06-29,处理反馈
3,489424,一汽奔腾,奔腾B50,2016款 1.6L 手动 豪华型,一汽奔腾B50空调系统故障频繁无保障,"H101,",2020-06-29,厂家受理
4,489418,吉利汽车,缤瑞,2018款 14T CVT 缤纷版,吉利缤瑞发动机转速过高厂家未解决问题,"A35,J301,",2020-06-29,处理反馈
5,489416,东风雪铁龙,雪铁龙C4L,2013款 1.6L 手动 劲智型,东风雪铁龙C4L水泵损坏 发动机烧机油,"A63,A221,",2020-06-29,处理反馈
6,489415,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客变速箱挂挡后无法行驶,"B334,",2020-06-29,厂家受理
7,489414,广汽丰田,凯美瑞,2007款 240G 豪华版,广汽丰田凯美瑞中控仪表台表面老化出油,"H176,",2020-06-29,信息审核
8,489412,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越升级车机系统后依然卡滞,"O348,",2020-06-29,用户评分
9,489411,众泰汽车,众泰T700,2017款 1.8T 双离合 尊享型,众泰T700变速箱无法换挡厂家没有配件,"B20,N318,",2020-06-29,厂家受理
10,489410,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾放油螺丝脱落4S店推卸责任,"J300,J299,",2020-06-29,用户评分
11,489408,吉利汽车,博越,2018款 1.8TD 自动 两驱 智联型 4G互联版,吉利博越经销商出售问题车价格不透明,"K308,M284,",2020-06-29,处理反馈
12,489403,上汽大众,凌渡,2015款 280TSI DSG 豪华版,上汽大众凌渡变速箱故障无法加速不给解决,"B334,B115,I297,",2020-06-29,信息审核
13,489396,吉利汽车,帝豪,2014款 1.5L 手动 精英型 三厢,吉利帝豪车门漆面脱落存在质量问题,"H81,",2020-06-29,信息审核
14,489394,沃尔沃亚太,沃尔沃S60,2020款 T4 智逸豪华版,亚太沃尔沃S60经销商新车保险无效服务差,"I295,I293,K307,K308,L313,O353,",2020-06-29,信息审核
15,489393,吉利汽车,星越,2019款 350T 耀星者,吉利星越轮胎尺寸与出厂宣传不符,"M279,",2020-06-29,处理反馈
16,489392,知豆电动车,知豆D2,2017款 D2S,知豆D2左前大灯及行车电脑一直无配件,"N318,",2020-06-29,厂家受理
17,489388,上汽集团,名爵6,2018款 20T 自动 精英智联版 国VI,上汽名爵6变速箱异响悬挂异响4S店不解决,"A9,B33,B19,D59,G56,H101,I295,J298,",2020-06-29,处理反馈
18,489387,北京奔驰,奔驰C级,2013款 260 时尚型 Grand Edition,北京奔驰C级发动机抖动故障灯常亮,"A24,A34,A255,",2020-06-29,信息审核
19,489386,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉车机故障希望厂家处理,"H134,",2020-06-29,处理反馈
20,489380,上汽大众,朗逸,2015款 1.6L 自动 风尚版,上汽大众朗逸韩泰轮胎开裂影响行驶安全,"F100,",2020-06-29,信息审核
21,489377,一汽-大众,高尔夫,2020款 280TSI DSG R-Line型,一汽大众高尔夫4S店漆面维修后出现新伤,"A9,A38,A163,J300,O305,",2020-06-29,处理反馈
22,489374,猎豹汽车,猎豹CS10,2015款 2.0T 手动 卓越版,猎豹CS10发动机怠速异响变速箱挂挡异响,"A9,B33,E43,E269,I295,J303,",2020-06-29,信息审核
23,489371,奇瑞汽车,瑞虎5,2017款 1.5T CVT 舒适版,奇瑞瑞虎5实车信息与厂家系统不符,"M279,",2020-06-29,厂家受理
24,489370,一汽奔腾,奔腾T77,2019款 230 TID 自动 尊享型 国V,一汽奔腾T77变速箱挂挡有打铁异响,"B33,",2020-06-29,处理反馈
25,489369,江西五十铃,铃拓,2019款 2.5T 四驱 手动 基本款 加长版 JE4D25Q5A,江西五十铃铃拓发动机故障灯亮加速无力,"A34,A163,",2020-06-29,信息审核
26,489368,瑞驰新能源,瑞驰新能源S513,2020款 智豪型,瑞驰新能源S513经销商退车承诺不兑现,"L313,",2020-06-29,信息审核
27,489367,长安汽车,长安CS35,2017款 1.6L 自动 豪华型,长安CS35行驶中方向盘跑偏无法解决,"G117,",2020-06-29,厂家受理
28,489364,上汽集团,荣威550,2008款 1.8T 自动/手动 品仕版 550G,上汽荣威550 ABS泵故障导致发动机故障,"E74,",2020-06-29,处理反馈
29,489363,一汽-大众,宝来,2020款 1.5L 自动 时尚型,一汽大众宝来发动机启停故障 4S店态度差,"H263,I293,",2020-06-29,处理反馈
0,489361,东风日产,骐达TIIDA,2019款 1.6L CVT 智尊版 国Ⅵ,东风日产骐达悬架生锈腐蚀厂家未回复,"H79,",2020-06-29,厂家受理
1,489359,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱低速顿挫起步车身抖动,"A24,B19,",2020-06-29,厂家受理
2,489358,江淮汽车,瑞风A60,2017款 1.5T GDI 自动 豪华商务型,江淮瑞风A60变速箱不升挡厂家不处理,"B20,",2020-06-29,处理反馈
3,489356,潍柴汽车,潍柴汽车U70,2020款 1.5T 自动 智享精英版 5座,潍柴U70高速行驶中挡位失灵要求退车,"B246,",2020-06-29,信息审核
4,489353,东风日产,逍客,2016款 2.0L CVT 豪华版,东风日产逍客变速箱阀体故障厂家不处理,"B84,",2020-06-29,厂家受理
5,489348,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响安全,"F100,",2020-06-29,信息审核
6,489346,一汽-大众,高尔夫,2017款 1.6L 自动 舒适百万辆纪念版,一汽大众高尔夫变速箱升挡迟缓前轮有异响,"B84,G125,",2020-06-29,处理反馈
7,489345,保时捷,Cayenne,2019款 Cayenne 3.0T,保时捷Cayenne车窗无法升降 大灯不亮,"H67,H82,",2020-06-29,信息审核
8,489344,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯亮度不足降挡时变速箱异响,"B33,H146,H82,H60,",2020-06-29,处理反馈
9,489342,吉利汽车,博瑞,2015款 1.8T 舒适型,吉利博瑞电动转向机故障4S店不给索赔,"D265,I295,I297,Q323,",2020-06-29,处理反馈
10,489341,上汽大众,Polo,2019款 Plus 1.5L 自动 全景乐享版,上汽大众Polo行驶过程中变速箱抖动,"B95,",2020-06-29,厂家受理
11,489340,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动锦湖轮胎鼓包希望厂家处理,"F39,",2020-06-29,厂家受理
12,489337,上汽通用五菱,新宝骏RC-6,2019款 1.5T CVT 24小时在线精英型,新宝骏RC-6刹车异响 车联网手机非常烫,"E43,H155,",2020-06-29,信息审核
13,489336,东风乘用车,风神AX4,2017款 1.6L 双离合 潮尚型,东风风神AX4万力轮胎开裂 中控屏黑屏,"F100,H134,",2020-06-29,用户评分
14,489335,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 两厢 国V,长安马自达昂克赛拉后视镜无法折叠和打开,"H211,",2020-06-29,处理反馈
15,489334,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L电子节温器损坏空调不能制冷,"A191,H101,",2020-06-29,用户评分
16,489332,捷豹,捷豹F-PACE,2019款 2.0T 四驱 都市尊享版,捷豹F-PACE经销商销售维修过的问题车,"M284,",2020-06-29,处理反馈
17,489330,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱挂入D挡后车辆无法行驶,"B334,I294,",2020-06-29,处理反馈
18,489328,上汽大通,上汽MAXUS G20,2019款 首发款 2.0T 自动 智尊版 国V,上汽MAXUS G20车门异响 车身漏水,"H72,H109,",2020-06-29,处理反馈
19,489327,吉利汽车,缤越,2020款 PRO 260T DCT Battle,吉利缤越氛围灯与宣传不符厂家未回复处理,"I294,L314,M279,",2020-06-29,信息审核
20,489326,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪A4L中控异响 变速箱异响 ,"B33,H93,",2020-06-29,信息审核
21,489323,众泰汽车,大迈X7,2017款 1.8T DCT 尊贵型,众泰大迈X7底盘异响厂家无配件更换,"G117,N318,",2020-06-29,处理反馈
22,489322,上汽斯柯达,柯珞克,2019款 TSI280 智行豪华版 国Ⅵ,斯柯达柯珞克发动机烧机油邓禄普轮胎鼓包,"A9,A63,B19,D123,F39,H101,H118,",2020-06-29,信息审核
23,489320,一汽吉林,森雅R7,2017款 1.6L 自动 智能型,一汽吉林森雅R7发动机无法启动气囊灯亮,"A34,A44,H103,",2020-06-29,信息审核
24,489319,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏角上裂纹,"H168,",2020-06-29,处理反馈
25,489318,一汽丰田,卡罗拉,2019款 1.2T S-CVT GLX-i旗舰版,一汽丰田卡罗拉驾驶室左侧中控台有异响,"H93,",2020-06-29,信息审核
26,489315,一汽丰田,RAV4荣放,2019款 2.0L CVT 两驱 先锋版 国VI,一汽丰田RAV4荣放经销商不让报废车辆,"K325,",2020-06-29,信息审核
27,489311,北京汽车,智行,2019款 1.5T 手动 精英版 国VI,北汽绅宝智行后备箱漏水导致门锁打不开,"H109,",2020-06-29,处理反馈
28,489309,长安汽车,长安CS75 PLUS,2020款 1.5T 自动 尊贵型,长安CS75 PLUS 360全景摄像头不清晰,"H134,",2020-06-29,信息审核
29,489307,一汽-大众,迈腾,2016款 1.8TSI 智享舒适型,一汽大众迈腾发动机火花塞断裂质量差,"A173,",2020-06-29,用户评分
0,489306,吉利汽车,帝豪,2016款 1.5L 手动 豪华版 三厢,吉利帝豪车身生锈4S店服务承诺不兑现,"H79,I297,L314,",2020-06-29,用户评分
1,489298,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越4S店将低配车型冒充高配车型出售,"M280,",2020-06-29,处理反馈
2,489296,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5玲珑轮胎开裂老化涡轮增压器生锈,"E43,F100,H79,I295,",2020-06-29,处理反馈
3,489295,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国VI,一汽大众奥迪A4L多个故障灯亮车辆无法行驶,"H202,",2020-06-29,信息审核
4,489292,一汽-大众奥迪,奥迪Q5,2017款 2.0T 40 TFSI 技术型,一汽大众奥迪Q5经销商疑似使用旧件,"N316,",2020-06-29,信息审核
5,489291,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉导航显示屏边角破裂,"H134,",2020-06-29,处理反馈
6,489289,众泰汽车,众泰T600,2015款 1.5T 手动 尊贵型,众泰T600售后人员判断错误不退还费用,"J301,J306,",2020-06-29,厂家受理
7,489287,长安汽车,尼欧Ⅱ,2019款 灵动型,长安尼欧Ⅱ动力电池断电存在安全隐患	,"H343,",2020-06-29,信息审核
8,489286,吉利汽车,远景S1,2018款 1.4T CVT 锋驰型,吉利远景S1刹车异响车门生锈掉漆变速箱抖动,"B95,E43,H79,H81,",2020-06-29,处理反馈
9,489284,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越发动机噪音大雨刮电机异响车机卡顿,"A38,G204,H155,H60,",2020-06-29,用户评分
10,489279,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级后死机卡滞 车内异响,"H164,H155,O348,",2020-06-29,处理反馈
11,489277,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油4S店过度维修,"A63,J306,K307,",2020-06-29,处理反馈
12,489276,北京现代,现代ix25,2019款 1.6L 自动 智能型纪念款,北京现代ix25后备箱及元宝梁生锈 车门异响,"H79,H72,H89,H169,",2020-06-29,厂家受理
13,489274,广汽菲克菲亚特,菲翔,2013款 1.4T  周年纪念版,广汽菲亚特菲翔变速箱失效低速行驶顿挫,"B33,B19,B96,",2020-06-29,厂家受理
14,489271,吉利汽车,帝豪,2016款 1.5L 手动 向上版 三厢,吉利帝豪胎压监测系统故障4S店未解决,"H203,",2020-06-29,处理反馈
15,489269,上汽通用五菱,五菱宏光,2019款 1.5L S 基本型 L2B,上汽通用五菱宏光中控无原厂配件,"N319,",2020-06-29,厂家受理
16,489267,上汽大众,途安,2016款 途安L 280TSI 自动 舒适版,上汽大众途安后备箱无法打开A柱漏水严重,"H68,H90,",2020-06-29,信息审核
17,489266,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX行驶中失去动力影响人身安全,"B334,",2020-06-29,用户评分
18,489264,东风本田,本田XR-V,2017款 1.8L EXi CVT 舒适版,东风本田XR-V车门内饰脱皮老化要求处理,"H168,",2020-06-29,处理反馈
19,489263,上汽集团,荣威550,2012款 1.8T 自动 超值限量足金版,上汽荣威550手刹杆胶条老化 空调开关老化,"H157,",2020-06-29,处理反馈
20,489261,北汽银翔,幻速S6,2017款 1.5T CVT 尊享型,北汽幻速S6倒车有时方向机处有异响,"D59,O326,",2020-06-29,信息审核
21,489256,海马汽车,海马8S,2019款 1.6TGDI 自动 智版,海马8S发动机动力弱变速箱顿挫厂家未回复,"A163,B19,H89,I294,",2020-06-29,处理反馈
22,489255,比亚迪,比亚迪e5,2018款 450 智联 畅享型,比亚迪e5动力电池故障4S店服务态度恶劣,"H343,I295,I293,I282,I281,J298,J303,N318,",2020-06-29,处理反馈
23,489254,吉利新能源,博瑞新能源,2018款 1.5T PHEV 耀领版,吉利博瑞新能源转向沉续航电量无法保持,"D156,Q322,",2020-06-29,用户评分
24,489248,东风标致,标致408,2011款 2.0 自动 舒适版,东风标致408油箱漏油影响驾驶安全,"H75,",2020-06-29,处理反馈
25,489246,广汽本田,缤智,2015款 1.8L CVT 两驱豪华型,广汽本田缤智变速箱异响顿挫 发动机熄火,"A14,B33,B19,",2020-06-29,处理反馈
26,489243,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱都市型,哈弗H6 Coupe	天窗漏水 多媒体杂音,"H134,H90,",2020-06-29,用户评分
27,489241,广汽丰田,雷凌,2019款 185T CVT 运动版 国VI,广汽丰田雷凌车窗框架生锈存在质量问题,"H79,",2020-06-29,信息审核
28,489237,吉利汽车,博越,2018款 1.8TD 自动 两驱 智雅型,吉利博越中控台 方向盘 内饰多处异响,"D59,H164,H93,",2020-06-29,处理反馈
29,489236,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机与宣传不符 续航里程不显示,"H202,M279,",2020-06-29,处理反馈
0,489235,上汽集团,名爵6,2018款 20T 自动 尊享互联网版 国VI,上汽名爵6四轮定位后吃胎 服务态度差,"I293,J300,J303,",2020-06-29,处理反馈
1,489233,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,东风悦达起亚智跑减震器异响 变速箱顿挫,"B19,G52,",2020-06-29,处理反馈
2,489232,北京奔驰,奔驰C级,2019款 C 180 L 动感型 运动版,北京奔驰C级全款买车4S店未提供登记证书,"O353,",2020-06-28,信息审核
3,489231,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国V,一汽大众奥迪A4L变速箱降挡异响 顿挫,"B33,B19,D156,G56,",2020-06-28,信息审核
4,489229,奇瑞汽车,艾瑞泽7e,2016款 1.6L e 致尚版,奇瑞艾瑞泽7e变速箱没有倒挡要求处理,"B20,",2020-06-28,处理反馈
5,489225,广汽三菱,欧蓝德,2019款 2.4L 四驱 致享版 7座 国V,广汽三菱欧蓝德召回后动力下降油耗高噪音大,"A38,A163,A85,Q323,",2020-06-28,厂家受理
6,489222,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5玲珑轮胎有裂纹而且有漏气的现象,"F100,F41,",2020-06-28,处理反馈
7,489220,领克汽车,领克03,2019款 2.0TD 自动 劲Pro版,领克03不平路面行驶时中控台有异响,"H93,",2020-06-28,处理反馈
8,489215,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之心版,众泰SR9变速箱故障高速行驶空转低速迟钝,"B84,",2020-06-28,处理反馈
9,489213,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁低速刹车出现异常响声,"E43,",2020-06-28,处理反馈
10,489211,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机延迟卡顿黑屏与宣传不符,"H155,M279,",2020-06-28,处理反馈
11,489210,一汽-大众,速腾,2012款 1.4TSI DSG 豪华型,一汽大众速腾变速箱机电单元损坏无倒车,"B96,B84,",2020-06-28,处理反馈
12,489209,江铃集团新能源,江铃E100B,2016款 标准型,江铃E100B充电过程中自动断电一直未解决,"H340,",2020-06-28,处理反馈
13,489207,江铃汽车,驭胜S330,2016款 1.5L GTDi 自动 两驱 舒适版,江铃驭胜S330转向机损坏希望尽快解决,"D265,",2020-06-28,厂家受理
14,489205,广汽三菱,劲炫ASX,2018款 2.0L CVT 两驱 智橙版,广汽三菱劲炫中控异响一直未解决,"H164,H93,",2020-06-28,厂家受理
15,489204,上汽集团,名爵HS,2019款 20T 自动 两驱 Trophy超跑版 国VI,上汽名爵HS变速箱异响 刹车异响,"B33,E43,",2020-06-28,厂家受理
16,489203,一汽吉林,森雅R7,2017款 1.6L 自动 智能型,一汽吉林森雅R7倒车雷达损坏 半轴异响,"G161,H134,",2020-06-28,信息审核
17,489200,广汽乘用车,传祺GS5,2019款 270T 自动 尊享版,广汽传祺GS5换挡时变速箱顿挫明显,"B19,",2020-06-28,用户评分
18,489197,广汽丰田,凯美瑞,2015款 2.5HG CVT 豪华导航版 双擎,广汽丰田凯美瑞左右半轴位置漏油,"G51,",2020-06-28,信息审核
19,489196,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L后排座椅下方网关进水,"H109,",2020-06-28,信息审核
20,489192,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,吉利博越变速箱跳挡4S店一直告知正常,"B27,",2020-06-28,处理反馈
21,489191,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速腾发动机哒哒异响4S店告知正常,"A9,",2020-06-28,处理反馈
22,489188,上汽集团,名爵ZS,2019款 1.5L 自动 全球尊享互联网版 国VI,上汽名爵ZS车灯不亮4S店拒绝质保,"H82,I297,",2020-06-28,厂家受理
23,489185,长安汽车,长安CS35,2015款 1.6L 自动 豪华型 国IV,长安CS35车速80码撞击后气囊未弹出,"H103,",2020-06-28,厂家受理
24,489182,上汽通用五菱,宝骏530,2018款 1.5T DCT 旗舰型 国V,宝骏530更换新变速箱后再次出现故障,"B96,",2020-06-28,信息审核
25,489181,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑发动机异响变速箱顿挫,"A,B,",2020-06-28,处理反馈
26,489180,北京奔驰,奔驰C级,2017款 改款 C 180 L 动感型运动版,北京奔驰C级水杯槽边缘装饰条脱落,"H157,",2020-06-28,信息审核
27,489178,东风日产,逍客,2016款 2.0L CVT 豪华版,东风日产逍客行驶中变速箱出现故障码,"B96,",2020-06-28,用户评分
28,489177,东风悦达起亚,起亚K3,2019款 1.5L CVT 新锐版,东风悦达起亚K3车灯高度低照明效果差,"H82,",2020-06-28,厂家受理
29,489176,雷诺（进口）,Espace,2018款 300 雅颂巴黎版 TCe,进口雷诺Espace通电后空调出风口异响,"H101,",2020-06-28,信息审核
0,489172,猎豹汽车,猎豹CS10,2017款 2.0T 手动 风尚型,猎豹CS10车窗升降器故障 免费保养不兑现,"H67,L313,",2020-06-28,信息审核
1,489171,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车架生锈 发动机舱进泥沙,"H79,Q322,",2020-06-28,信息审核
2,489169,领克汽车,领克02,2018款 1.5T DCT 两驱 劲版 国V,领克02变速箱异响 转向异响 油门踏板震动,"A174,B33,D59,H155,",2020-06-28,处理反馈
3,489168,长安马自达,马自达CX-5,2017款 2.0L 自动 两驱 智享型 国V,长安马自达CX-5主驾驶车窗无法升降,"H67,",2020-06-28,处理反馈
4,489166,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱发动机异响严重,"A9,B33,D59,",2020-06-28,信息审核
5,489164,奇瑞汽车,艾瑞泽GX,2019款 Pro 1.5T 手动 型色版 国VI,奇瑞艾瑞泽GX行驶中方向跑偏希望厂家处理,"G117,",2020-06-28,处理反馈
6,489160,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国V,一汽大众探岳大灯透明度不足影响安全,"H82,",2020-06-28,用户评分
7,489159,东风本田,思铂睿,2015款 2.4L DCT Si,东风本田思铂睿刹车失灵存在安全隐患,"E29,",2020-06-28,信息审核
8,489158,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动涡轮增压器和转向异响,"A9,A34,A189,D59,",2020-06-28,信息审核
9,489157,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉加速时发动机异响,"A9,",2020-06-28,处理反馈
10,489156,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 舒适型 三厢,长安马自达昂克赛拉仪表盘装饰件掉漆,"H81,",2020-06-28,信息审核
11,489147,知豆电动车,知豆D1,2015款 标准型,知豆D1动力电池故障一直不予更换,"H343,",2020-06-28,厂家受理
12,489146,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 智能座舱豪华版,上汽荣威RX5 MAX车身多处生锈影响美观,"H79,",2020-06-28,处理反馈
13,489145,吉利汽车,博瑞,2020款 1.5T MHEV 耀享版,吉利博瑞旧车置换补贴款承诺不兑现,"L313,",2020-06-28,用户评分
14,489143,北京现代,领动,2019款 1.5L CVT 智炫·精英型,北京现代领动换完方向机和管柱转向灯常亮,"J300,",2020-06-28,信息审核
15,489142,广汽乘用车,传祺GM6,2019款 270T 手动 精英版（七座）国VI,广汽传祺GM6合格证20天不给希望处理,"O353,",2020-06-28,处理反馈
16,489134,一汽-大众奥迪,奥迪Q3,2016款 35 TFSI 风尚型,一汽大众奥迪Q3变速箱发热 油门加速无动力,"B96,B334,",2020-06-28,厂家受理
17,489133,吉利汽车,星越,2019款 改款 350T 驭星者AWD,吉利星越车机系统升级后未能解决问题,"O348,",2020-06-28,处理反馈
